Date,Open,High,Low,Close,Adj,CloseVolume
1980-03-01,0.000000,0.307130,0.274026,0.281382,0.001414,6273000
1980-04-01,0.000000,0.303452,0.275865,0.292417,0.001469,5014900
1980-05-01,0.000000,0.386211,0.288739,0.342073,0.001719,27471500
1980-06-01,0.000000,0.349429,0.325521,0.332877,0.001673,7876400
1980-07-01,0.000000,0.402763,0.332877,0.400924,0.002015,21796400
1980-08-01,0.000000,0.426671,0.391728,0.417476,0.002098,10119600
1980-09-01,0.000000,0.470810,0.408280,0.467132,0.002347,34112100
1980-10-01,0.000000,0.468971,0.386211,0.395407,0.001987,70644900
1980-11-01,0.000000,0.435867,0.382533,0.424832,0.002135,22068400
1980-12-01,0.000000,0.428510,0.382533,0.399085,0.002005,9296900
1981-01-01,0.000000,0.419315,0.391728,0.419315,0.002107,7047300
1981-02-01,0.000000,0.439545,0.408280,0.435867,0.002190,7747500
1981-03-01,0.000000,0.522305,0.446901,0.513109,0.002578,30033800
1981-04-01,0.000000,0.557248,0.509431,0.544374,0.002735,29095900
1981-05-01,0.000000,0.542535,0.476327,0.524144,0.002634,17222300
1981-06-01,0.000000,0.531500,0.502074,0.511270,0.002569,11907000
1981-07-01,0.000000,0.566443,0.511270,0.566443,0.002846,7808400
1981-08-01,0.000000,0.610581,0.540696,0.559087,0.002809,14354000
1981-09-01,0.000000,0.564604,0.525983,0.549891,0.002763,11016700
1981-10-01,0.000000,0.610581,0.548052,0.610581,0.003068,17602700
1981-11-01,0.000000,0.640007,0.588512,0.617938,0.003105,14197300
1981-12-01,0.000000,0.665754,0.588512,0.599547,0.003013,11587500
1982-01-01,0.000000,0.597708,0.496557,0.548052,0.002754,12328500
1982-02-01,0.000000,0.549891,0.456097,0.456097,0.002292,35226900
1982-03-01,0.000000,0.537017,0.445062,0.522305,0.002624,18499700
1982-04-01,0.000000,0.588512,0.520465,0.584834,0.002939,14856700
1982-05-01,0.000000,0.636329,0.588512,0.621616,0.003123,11098300
1982-06-01,0.000000,0.698858,0.616099,0.687824,0.003456,25276200
1982-07-01,0.000000,0.768744,0.662076,0.720927,0.003623,29551300
1982-08-01,0.000000,0.858860,0.691502,0.796331,0.004001,28246400
1982-09-01,0.000000,0.877251,0.800009,0.873573,0.004390,15590700
1982-10-01,0.000000,1.175185,0.868056,1.129208,0.005674,34907400
1982-11-01,0.000000,1.261623,1.121851,1.215646,0.006108,25215000
1982-12-01,0.000000,1.219324,0.993114,1.165990,0.005859,46733700
1983-01-01,0.000000,1.232198,1.074035,1.221163,0.006136,31315400
1983-02-01,0.000000,1.596339,1.165990,1.555879,0.007818,30265200
1983-03-01,0.000000,1.699329,1.500706,1.618409,0.008132,33483300
1983-04-01,0.000000,2.140713,1.618409,2.023011,0.010165,35227000
1983-05-01,0.000000,2.199564,1.872205,2.085540,0.010479,24419900
1983-06-01,0.000000,2.434969,2.045080,2.203243,0.011071,33796000
1983-07-01,0.000000,2.240025,1.798640,1.908987,0.009592,26465700
1983-08-01,0.000000,1.989907,1.710364,1.736111,0.008724,40674400
1983-09-01,0.000000,1.820710,1.721398,1.750824,0.008798,23899900
1983-10-01,0.000000,1.982551,1.750824,1.883239,0.009463,45700600
1983-11-01,0.000000,2.052436,1.868526,1.993585,0.010017,22985700
1983-12-01,0.000000,2.000942,1.772893,1.772893,0.008908,18370800
1984-01-01,0.000000,1.912665,1.383004,1.441855,0.007245,39068500
1984-02-01,0.000000,1.662547,1.353578,1.500706,0.007541,38212200
1984-03-01,0.000000,1.691973,1.508063,1.559557,0.007836,22180300
1984-04-01,0.000000,1.655191,1.456568,1.522775,0.007652,15531300
1984-05-01,0.000000,1.544845,1.309440,1.412429,0.007097,42407300
1984-06-01,0.000000,1.449211,1.390360,1.427142,0.007171,16737900
1984-07-01,0.000000,1.471281,1.280014,1.316796,0.006617,32519900
1984-08-01,0.000000,1.618409,1.309440,1.456568,0.007319,21014700
1984-09-01,0.000000,1.471281,1.375647,1.441855,0.007245,17495800
1984-10-01,0.000000,1.500706,1.331509,1.427142,0.007171,21616200
1984-11-01,0.000000,1.566914,1.427142,1.552201,0.007800,21507400
1984-12-01,0.000000,1.633121,1.508063,1.566914,0.007873,15438100
1985-01-01,0.000000,1.839101,1.522775,1.831744,0.009204,23891300
1985-02-01,0.000000,1.912665,1.728755,1.905308,0.009574,21629700
1985-03-01,0.000000,1.956803,1.802319,1.890596,0.009500,17984900
1985-04-01,0.000000,1.942090,1.794962,1.883239,0.011086,24917600
1985-05-01,0.000000,2.295198,1.853814,2.251059,0.013251,38538500
1985-06-01,0.000000,2.280485,2.015654,2.236346,0.013164,17148900
1985-07-01,2.214277,2.412900,2.148070,2.206921,0.014879,36013300
1985-08-01,2.206921,2.383475,2.162782,2.368762,0.015970,18153000
1985-09-01,2.368762,2.449682,2.265772,2.287841,0.015424,20375800
1985-10-01,2.287841,2.927848,2.258416,2.854284,0.021814,24627100
1985-11-01,2.854284,3.097046,2.795433,3.097046,0.023669,13076100
1985-12-01,3.082333,3.177966,2.942561,3.052907,0.023332,22676700
1986-01-01,3.052907,3.200035,2.824859,3.200035,0.027328,22715500
1986-02-01,3.200035,3.759122,3.155897,3.714983,0.031725,23210400
1986-03-01,3.714983,4.031309,3.597281,3.700271,0.031600,19935600
1986-04-01,3.670845,3.700271,3.119115,3.244174,0.030294,57486100
1986-05-01,3.244174,3.501648,3.060264,3.369233,0.031461,23383200
1986-06-01,3.369233,3.854755,3.325094,3.751765,0.035033,27619500
1986-07-01,3.795904,4.237288,3.236817,3.707627,0.036286,32008300
1986-08-01,3.766478,4.163724,3.678201,4.090160,0.040030,16681000
1986-09-01,4.016596,4.119586,3.413371,3.560499,0.034846,24555000
1986-10-01,3.589925,3.928319,3.413371,3.884181,0.039562,17690100
1986-11-01,3.913606,4.104873,3.678201,4.031309,0.041060,13506900
1986-12-01,4.031309,4.163724,3.575212,3.634063,0.037014,26890700
1987-01-01,3.678201,4.104873,3.663489,3.957745,0.042224,22658600
1987-02-01,3.928319,4.619821,3.898894,4.619821,0.049288,33647400
1987-03-01,4.619821,4.899364,4.325565,4.546257,0.048503,23193100
1987-04-01,4.487406,4.722811,3.972458,4.325565,0.048077,23548200
1987-05-01,4.296139,4.472693,4.060734,4.340278,0.048240,24274700
1987-06-01,4.325565,5.223046,4.207862,4.796375,0.053310,20035900
1987-07-01,4.825800,5.208333,4.708098,5.208333,0.060376,19867600
1987-08-01,5.208333,5.679143,5.164195,5.267185,0.061058,18182200
1987-09-01,5.017067,5.414313,4.296139,4.546257,0.052701,24001800
1987-10-01,4.546257,4.619821,2.721869,3.192679,0.038319,43893600
1987-11-01,3.163253,3.751765,2.721869,2.795433,0.033551,22115100
1987-12-01,2.883710,2.986700,2.589454,2.883710,0.034611,47651100
1988-01-01,2.927848,3.472222,2.913136,3.339807,0.043341,40425400
1988-02-01,3.398658,3.869468,3.192679,3.854755,0.050024,18176300
1988-03-01,3.854755,3.987170,3.531073,3.589925,0.046587,24462100
1988-04-01,3.575212,3.766478,3.339807,3.398658,0.046667,20011300
1988-05-01,3.369233,3.413371,3.133828,3.383945,0.046465,20114000
1988-06-01,3.413371,3.589925,3.310381,3.472222,0.047677,24873400
1988-07-01,3.516361,3.516361,3.339807,3.369233,0.049309,18485300
1988-08-01,3.413371,3.943032,3.369233,3.531073,0.051678,40179000
1988-09-01,3.516361,3.619350,3.266243,3.369233,0.049309,37252300
1988-10-01,3.369233,3.987170,3.369233,3.634063,0.056534,44008100
1988-11-01,3.648776,3.648776,3.222105,3.339807,0.051956,20559400
1988-12-01,3.325094,3.545786,3.266243,3.383945,0.052643,22376500
1989-01-01,3.398658,3.575212,3.266243,3.575212,0.059577,23440300
1989-02-01,3.560499,3.884181,3.413371,3.663489,0.061048,32565100
1989-03-01,3.663489,4.104873,3.634063,3.928319,0.065462,30233600
1989-04-01,3.928319,3.957745,3.648776,3.751765,0.066430,18133600
1989-05-01,3.722340,3.928319,3.619350,3.781191,0.066951,14984000
1989-06-01,3.781191,4.149011,3.707627,3.751765,0.066430,25542200
1989-07-01,3.722340,4.399129,3.722340,4.340278,0.081521,46057500
1989-08-01,4.340278,4.516831,4.090160,4.134298,0.077652,54198300
1989-09-01,4.134298,4.252001,4.119586,4.178437,0.078481,14000500
1989-10-01,4.193150,4.310852,3.766478,3.884181,0.077055,15078700
1989-11-01,3.898894,3.943032,3.648776,3.884181,0.077055,11827800
1989-12-01,3.898894,3.972458,3.560499,3.751765,0.074428,15719800
1990-01-01,3.781191,4.031309,3.442797,3.751765,0.079548,13970700
1990-02-01,3.751765,3.766478,3.413371,3.604637,0.076428,36529200
1990-03-01,3.634063,3.751765,3.501648,3.663489,0.077676,12856100
1990-04-01,3.634063,3.692914,3.472222,3.560499,0.081143,14437900
1990-05-01,3.560499,3.604637,3.457510,3.545786,0.080808,14665700
