Date,Open,High,Low,Close,Adj,CloseVolume
1970-01-01,18.225000,19.350000,16.712500,16.759375,1.406999,15148800
1970-02-01,16.850000,17.750000,16.737499,17.012501,1.428249,12294400
1970-03-01,17.012501,17.049999,15.762500,16.924999,1.420902,15971200
1970-04-01,16.924999,17.025000,14.312500,14.900000,1.250898,18692800
1970-05-01,14.900000,14.950000,11.850000,13.900000,1.166945,29678400
1970-06-01,13.900000,14.350000,12.500000,12.500000,1.053654,21307200
1970-07-01,12.500000,13.125000,12.100000,12.612500,1.063137,18169600
1970-08-01,12.593750,13.575000,10.937500,13.312500,1.127479,22201600
1970-09-01,13.262500,14.775000,12.962500,14.587500,1.235462,17121600
1970-10-01,14.587500,15.487500,14.150000,14.700000,1.244990,13166400
1970-11-01,14.700000,15.450000,14.425000,15.362500,1.306352,13985600
1970-12-01,15.362500,16.037500,15.312500,15.887500,1.350995,15844800
1971-01-01,15.837500,16.387501,15.500000,16.275000,1.383946,13894400
1971-02-01,16.275000,17.174999,16.250000,16.825001,1.430716,11152000
1971-03-01,16.825001,18.287500,16.737499,17.875000,1.526004,12256000
1971-04-01,17.875000,18.200001,17.450001,17.887501,1.527071,16568000
1971-05-01,17.750000,17.775000,16.250000,16.350000,1.395814,12846400
1971-06-01,16.375000,16.575001,15.400000,15.850000,1.358148,21155200
1971-07-01,15.850000,15.962500,14.512500,14.562500,1.247825,22408000
1971-08-01,14.637500,16.000000,14.162500,15.200000,1.302451,17017600
1971-09-01,15.200000,15.650000,14.950000,15.187500,1.307301,12812800
1971-10-01,15.212500,15.762500,14.775000,15.025000,1.293315,14761600
1971-11-01,15.000000,15.325000,14.412500,15.275000,1.314834,13342400
1971-12-01,15.325000,17.424999,15.325000,16.825001,1.454551,17424000
1972-01-01,16.825001,18.600000,16.587500,18.400000,1.590714,18987200
1972-02-01,18.400000,18.750000,18.225000,18.424999,1.592874,9993600
1972-03-01,18.475000,19.299999,18.299999,19.112499,1.658304,13555200
1972-04-01,19.112499,19.987499,18.962500,19.299999,1.674572,11294400
1972-05-01,19.299999,20.299999,18.837500,19.887501,1.725547,13296000
1972-06-01,19.950001,20.049999,19.350000,19.600000,1.706681,9315200
1972-07-01,19.650000,20.275000,19.174999,20.037500,1.744777,11385600
1972-08-01,20.100000,21.337500,20.100000,20.424999,1.778519,14835200
1972-09-01,20.424999,20.487499,19.662500,20.325001,1.775672,9339200
1972-10-01,20.325001,20.393749,18.075001,19.275000,1.683939,19964800
1972-11-01,19.299999,19.725000,18.549999,19.549999,1.707965,12979200
1972-12-01,19.549999,20.250000,19.250000,20.100000,1.762259,12316800
1973-01-01,20.225000,22.424999,20.225000,21.775000,1.909114,18889600
1973-02-01,21.775000,22.825001,20.924999,21.575001,1.891580,14412800
1973-03-01,21.575001,22.487499,20.975000,21.575001,1.897649,14980800
1973-04-01,21.575001,21.812500,20.062500,20.400000,1.794300,13444800
1973-05-01,20.575001,21.262501,19.075001,19.671875,1.730257,19080000
1973-06-01,19.625000,20.843750,19.125000,19.812500,1.748398,13171200
1973-07-01,19.625000,20.218750,18.437500,19.656250,1.734609,15332800
1973-08-01,19.656250,19.671875,18.578125,18.812500,1.660151,11534400
1973-09-01,18.781250,18.781250,15.656250,16.125000,1.428181,23854400
1973-10-01,16.109375,18.437500,15.312500,17.515625,1.551348,21480000
1973-11-01,17.515625,18.125000,16.437500,16.562500,1.466930,14982400
1973-12-01,16.546875,16.687500,14.695313,15.421875,1.371455,15811200
1974-01-01,15.421875,15.718750,14.062500,15.328125,1.363118,15929600
1974-02-01,15.281250,15.281250,14.062500,14.867188,1.322128,9995200
1974-03-01,14.867188,15.875000,14.468750,14.734375,1.317438,12356800
1974-04-01,14.734375,15.156250,13.671875,14.203125,1.269940,11529600
1974-05-01,14.203125,14.500000,13.101563,13.281250,1.187511,11699200
1974-06-01,13.281250,14.500000,13.125000,13.296875,1.195617,11020800
1974-07-01,13.296875,13.992188,12.265625,12.601563,1.133097,16593600
1974-08-01,12.601563,13.437500,11.765625,12.000000,1.079006,20158400
1974-09-01,12.000000,12.031250,9.406250,9.937500,0.899837,25644800
1974-10-01,9.937500,12.312500,9.640625,11.820313,1.070325,30107200
1974-11-01,11.820313,12.500000,10.421875,11.078125,1.003120,21164800
1974-12-01,10.968750,10.976563,10.007813,10.500000,0.958109,20459200
1975-01-01,10.515625,11.968750,9.828125,11.765625,1.073595,34846400
1975-02-01,11.765625,13.812500,11.703125,13.468750,1.229002,30401600
1975-03-01,13.500000,14.046875,12.703125,12.914063,1.187298,22632000
1975-04-01,12.914063,13.585938,12.265625,13.117188,1.205972,25046400
1975-05-01,13.117188,14.210938,12.875000,13.437500,1.235423,23155200
1975-06-01,13.562500,13.734375,12.687500,13.062500,1.209488,18966400
1975-07-01,13.062500,13.171875,11.859375,11.890625,1.100981,23774400
1975-08-01,11.890625,11.921875,11.000000,11.640625,1.077833,17582400
1975-09-01,11.640625,12.265625,11.101563,11.765625,1.099754,18624000
1975-10-01,11.765625,13.484375,11.453125,13.265625,1.239962,31411200
1975-11-01,13.265625,14.156250,13.187500,14.148438,1.322480,20020800
1975-12-01,14.148438,14.203125,12.984375,14.015625,1.320894,20083200
1976-01-01,14.015625,16.234375,13.960938,16.109375,1.518218,36676800
1976-02-01,16.109375,16.531250,15.734375,15.976563,1.505701,24716800
1976-03-01,15.976563,16.617188,15.890625,16.375000,1.553561,24401600
1976-04-01,16.375000,17.078125,15.773438,15.835938,1.502417,28350400
1976-05-01,15.796875,16.218750,15.328125,16.039063,1.521688,18865600
1976-06-01,16.031250,17.429688,15.750000,17.296875,1.652590,28011200
1976-07-01,17.296875,17.523438,16.750000,17.007813,1.624972,25787200
1976-08-01,17.007813,17.546875,16.734375,17.101563,1.633930,20012800
1976-09-01,17.101563,18.031250,17.078125,17.585938,1.693981,24534400
1976-10-01,17.585938,17.703125,15.812500,16.984375,1.636036,33817600
1976-11-01,16.984375,17.218750,16.093750,16.937500,1.631521,26073600
1976-12-01,16.937500,17.625000,16.546875,17.445313,1.694663,27566400
1977-01-01,17.281250,17.531250,16.632813,17.203125,1.671136,32448000
1977-02-01,17.203125,17.367188,16.625000,17.250000,1.675690,25752000
1977-03-01,17.257813,17.882813,17.234375,17.281250,1.694169,37860800
1977-04-01,17.281250,17.453125,16.031250,16.171875,1.585412,36848000
1977-05-01,16.171875,16.484375,15.281250,15.343750,1.504226,30588800
1977-06-01,15.375000,16.804688,15.375000,16.500000,1.633111,32380800
1977-07-01,16.492188,17.218750,16.125000,16.757813,1.658628,27246400
1977-08-01,16.757813,17.000000,16.492188,16.773438,1.660174,22665600
1977-09-01,16.773438,16.812500,15.953125,16.312500,1.629656,21864000
1977-10-01,16.312500,16.406250,15.882813,16.078125,1.606241,26683200
1977-11-01,16.078125,16.828125,15.562500,16.500000,1.648388,36395200
1977-12-01,16.500000,17.203125,16.203125,17.093750,1.724563,32008000
1978-01-01,16.781250,17.062500,16.500000,16.593750,1.674119,39188800
1978-02-01,16.593750,16.648438,15.640625,15.703125,1.584265,27854400
1978-03-01,15.703125,15.781250,14.703125,14.718750,1.501377,49926400
1978-04-01,14.765625,16.625000,14.671875,16.625000,1.695823,60392000
1978-05-01,16.625000,16.796875,16.125000,16.140625,1.646415,38838400
1978-06-01,16.140625,17.265625,16.000000,16.078125,1.658181,37203200
1978-07-01,16.078125,17.593750,15.937500,17.562500,1.811270,39387200
1978-08-01,17.562500,18.796875,17.437500,18.242188,1.881366,50198400
1978-09-01,18.250000,19.031250,17.093750,17.312500,1.803211,32940800
1978-10-01,17.312500,18.343750,16.468750,16.515625,1.720210,45206400
1978-11-01,16.578125,17.281250,16.000000,16.843750,1.754386,39755200
1978-12-01,16.914063,19.375000,16.835938,18.656250,1.964581,45998400
1979-01-01,18.656250,19.765625,18.406250,19.296875,2.032043,47875200
1979-02-01,19.296875,19.437500,18.570313,18.750000,1.974453,27734400
1979-03-01,18.750000,20.046875,18.664063,19.718750,2.100273,33780800
1979-04-01,19.718750,20.125000,19.140625,19.640625,2.091953,34633600
1979-05-01,19.640625,20.093750,18.890625,19.000000,2.023718,30065600
1979-06-01,19.093750,19.625000,18.031250,18.343750,1.975067,31636000
1979-07-01,18.343750,19.187500,17.000000,17.437500,1.877493,35155200
1979-08-01,17.437500,18.125000,17.062500,17.500000,1.884222,36858000
1979-09-01,17.468750,17.843750,16.437500,16.937500,1.846098,35494800
1979-10-01,16.906250,17.375000,15.281250,15.593750,1.699636,45927200
1979-11-01,15.593750,16.750000,15.281250,16.312500,1.777976,33889200
1979-12-01,16.281250,16.906250,15.812500,16.093750,1.778508,26533600
1980-01-01,15.750000,18.000000,15.312500,17.156250,1.895924,49631600
1980-02-01,17.156250,17.625000,15.500000,15.875000,1.754335,39879600
1980-03-01,15.875000,15.875000,12.843750,13.937500,1.559485,49619200
1980-04-01,13.937500,14.000000,12.593750,13.718750,1.535009,55773200
1980-05-01,13.718750,14.156250,13.000000,13.843750,1.548996,39994400
1980-06-01,13.843750,15.093750,13.812500,14.687500,1.669448,42240800
1980-07-01,14.687500,16.531250,14.593750,16.312500,1.854154,41150000
1980-08-01,16.312500,17.281250,16.000000,16.375000,1.861258,38015200
1980-09-01,16.375000,17.250000,15.843750,16.031250,1.846382,44193600
1980-10-01,16.031250,17.875000,15.906250,16.656250,1.918366,55620000
