Date,Open,High,Low,Close,Adj,CloseVolume
1983-11-01,0.000000,5.177083,4.906250,4.916667,0.209787,22363200
1983-12-01,0.000000,4.979167,4.843750,4.906250,0.209342,98716800
1984-01-01,0.000000,5.500000,4.916667,5.239583,0.223565,71164800
1984-02-01,0.000000,5.270833,4.916667,5.010417,0.213787,65521200
1984-03-01,0.000000,5.114583,4.729167,4.770833,0.203564,75627600
1984-04-01,0.000000,4.979167,4.625000,4.958333,0.216740,58672800
1984-05-01,0.000000,5.041667,4.583333,4.614583,0.201714,57195600
1984-06-01,0.000000,4.906250,4.625000,4.656250,0.203536,66460800
1984-07-01,4.979170,5.166670,4.625000,5.062500,0.226732,60699600
1984-08-01,5.041667,5.406250,5.031250,5.291667,0.236995,42030000
1984-09-01,5.281250,5.500000,5.229167,5.385417,0.241194,85393200
1984-10-01,5.385417,5.770833,5.270833,5.458333,0.249789,40893600
1984-11-01,5.437500,5.781250,5.322917,5.552083,0.254079,38482800
1984-12-01,5.562500,5.958333,5.500000,5.895833,0.269810,30453600
1985-01-01,5.895833,6.114583,5.697917,6.062500,0.277437,80907600
1985-02-01,6.031250,6.291667,5.979167,6.166667,0.287922,26943600
1985-03-01,6.166667,6.260417,6.031250,6.229167,0.290840,23260800
1985-04-01,6.229167,6.500000,6.062500,6.270833,0.292785,35701200
1985-05-01,6.260417,6.687500,6.135417,6.677083,0.318041,29214000
1985-06-01,6.687500,7.000000,6.552083,7.000000,0.333422,37922400
1985-07-01,7.041667,7.375000,6.666667,6.781250,0.323002,48900000
1985-08-01,6.781250,6.937500,6.520833,6.833333,0.331339,26172000
1985-09-01,6.822917,6.843750,6.416667,6.500000,0.315176,18043200
1985-10-01,6.500000,6.614583,6.291667,6.510417,0.315681,45403200
1985-11-01,6.531250,6.812500,6.479167,6.687500,0.330554,44360400
1985-12-01,6.697917,7.177083,6.593750,7.125000,0.352179,51921600
1986-01-01,7.145833,7.229167,6.583333,7.114583,0.351664,55748400
1986-02-01,7.114583,7.395833,7.020833,7.354167,0.390831,34755600
1986-03-01,7.375000,7.947917,7.333333,7.739583,0.411314,47319600
1986-04-01,7.708333,7.916667,7.354167,7.645833,0.406331,57193200
1986-05-01,7.635417,8.333333,7.552083,8.312500,0.473955,33506400
1986-06-01,8.291667,9.145833,7.916667,9.125000,0.520282,38686800
1986-07-01,8.770833,8.802083,8.302083,8.708333,0.496524,72027600
1986-08-01,8.729167,9.697917,8.645833,9.656250,0.586636,38191200
1986-09-01,9.656250,9.687500,8.500000,8.833333,0.536643,55159200
1986-10-01,8.864583,9.218750,8.687500,8.937500,0.542971,44097600
1986-11-01,8.916667,9.333333,8.833333,9.322917,0.601170,32043600
1986-12-01,9.302083,9.687500,9.187500,9.354167,0.603185,48616800
1987-01-01,9.364583,10.229167,9.343750,9.718750,0.626695,59084400
1987-02-01,9.739583,9.895833,9.187500,9.687500,0.661753,36933600
1987-03-01,9.687500,9.947917,9.531250,9.760417,0.666734,41973600
1987-04-01,9.739583,9.781250,8.416667,8.958333,0.611943,63703200
