Date,Dividend
1970-03-10,4.5
1970-06-09,4.5
1970-09-09,4.5
1970-12-09,4.5
1971-03-09,4.5
1971-06-09,3.5
1971-09-09,3.5
1971-12-09,3.5
1972-03-09,3.5
1972-06-09,3.5
1972-09-11,3.5
1972-12-11,4.5
1973-03-09,3.5
1973-06-11,3.5
1973-09-10,3.5
1973-12-10,4.75
1974-03-11,3.75
1974-06-10,3.75
1974-09-10,3.75
1974-12-10,4.25
1975-03-10,4.25
1975-06-10,4.25
1975-09-09,4.25
1975-12-09,4.25
1976-03-09,4.25
1976-06-09,4.25
1976-09-09,4.25
1976-12-08,4.62
1980-12-19,3.0
1980-12-22,3.0
2001-10-24,0.01
