Date,Open,High,Low,Close,Adj,CloseVolume
1986-12-16,0.02153
1988-01-04,0.02
1988-12-20,0.02
1990-01-02,0.02
1991-01-02,0.02
1992-01-02,0.02
1993-01-11,0.02
1994-01-04,0.02
1995-01-04,0.02
1996-01-08,0.005
1997-01-08,0.012
1998-01-07,0.012
1999-01-06,0.012
2000-01-05,0.05
2001-01-04,0.05
2002-01-04,0.05
2003-01-03,0.05
2004-01-05,0.05
2004-06-16,0.045
2005-01-05,0.025
2005-07-05,0.025
2006-01-04,0.025
2006-07-03,0.025
2007-01-03,0.025
2007-07-03,0.025
2008-01-02,0.025
2008-07-01,0.025
2009-01-02,0.025
2009-07-01,0.025
2010-01-04,0.025
2010-07-01,0.025
2011-01-04,0.025
2011-07-01,0.025
2012-01-04,0.025
2012-06-06,0.035
2012-11-28,0.035
2013-06-13,0.035
2014-01-02,0.035
2014-07-02,0.035
2015-01-02,0.035
2015-07-01,0.045
2016-01-04,0.045
2016-07-01,0.045
2016-12-28,0.06
2017-07-13,0.06
2017-12-29,0.1
2018-05-25,0.15
2019-01-08,0.15
2019-06-20,0.2
